og	pval	id	contig	start	stop	pos
OG0000054:	0.470588235294118	LF82|2909|Type_II_traffic_warden_ATPase|NC_011993|3135118|3136611	NC_011993	3135118	3136611	3135864.5
OG0000054:	0.470588235294118	LF82|3263|Type_II_traffic_warden_ATPase|NC_011993|3501448|3502929	NC_011993	3501448	3502929	3502188.5
OG0000056:	0.470588235294118	LF82|2907|General_secretion_pathway_protein_G|NC_011993|3133423|3133878	NC_011993	3133423	3133878	3133650.5
OG0000056:	0.470588235294118	LF82|3265|Putative_general_secretion_pathway_protein_G|NC_011993|3504132|3504569	NC_011993	3504132	3504569	3504350.5
OG0000057:	1	LF82|3574|General_stress_protein_A|NC_011993|3845417|3846412	NC_011993	3845417	3846412	3845914.5
OG0000057:	1	LF82|3572|General_stress_protein_A|NC_011993|3843661|3844689	NC_011993	3843661	3844689	3844175
OG0000058:	0.0424863661446766	LF82|4445|Patatin|pLF82|35183|39208	pLF82	35183	39208	37195.5
OG0000058:	0.0424863661446766	LF82|2543|hypothetical_protein|NC_011993|2745678|2747099	NC_011993	2745678	2747099	2746388.5
OG0000060:	0.226216775836018	LF82|267|Hemoglobin-binding_protease_hbp_autotransporter_precursor|NC_011993|301160|305290	NC_011993	301160	305290	303225
OG0000061:	0.159764846067076	LF82|1132|hypothetical_protein|NC_011993|1214926|1216986	NC_011993	1214926	1216986	1215956
OG0000061:	0.159764846067076	LF82|1480|hypothetical_protein|NC_011993|1587745|1590117	NC_011993	1587745	1590117	1588931
OG0000062:	0.275910502746373	LF82|1128|NlpC/P60_family_protein|NC_011993|1209550|1210149	NC_011993	1209550	1210149	1209849.5
OG0000063:	1	LF82|4251|Putative_beta-lactamase_HcpC_precursor|NC_011993|4595624|4597096	NC_011993	4595624	4597096	4596360
OG0000064:	0.762242386485254	LF82|1509|hypothetical_protein|NC_011993|1615591|1616640	NC_011993	1615591	1616640	1616115.5
OG0000065:	1	LF82|3725|Glucose-1-phosphate_thymidylyltransferase_2|NC_011993|4018763|4019644	NC_011993	4018763	4019644	4019203.5
OG0000066:	1	LF82|3724|dTDP-glucose_4	NA	NA	NA	NA
OG0000066:	1	6-dehydratase_2|NC_011993|4017677|4018744	4018744	NA	NA	NA
OG0000067:	1	LF82|3276|Elongation_factor_Tu_1|NC_011993|3513263|3514447	NC_011993	3513263	3514447	3513855
OG0000067:	1	LF82|3931|hypothetical_protein|NC_011993|4253004|4254188	NC_011993	4253004	4254188	4253596
OG0000069:	1	LF82|4009|Dihydrolipoyllysine-residue_succinyltransferase_component_of_2-oxoglutarate_dehydrogenase_complex|NC_011993|4346659|4347813	NC_011993	4346659	4347813	4347236
OG0000069:	1	LF82|636|Dihydrolipoyllysine-residue_succinyltransferase_component_of_2-oxoglutarate_dehydrogenase_complex|NC_011993|718296|719513	NC_011993	718296	719513	718904.5
OG0000070:	0.267174959264146	LF82|110|Microcin-E7_immunity_protein|NC_011993|125640|125933	NC_011993	125640	125933	125786.5
OG0000070:	0.267174959264146	LF82|109|Microcin-E7_immunity_protein|NC_011993|124952|125242	NC_011993	124952	125242	125097
OG0000070:	0.267174959264146	LF82|111|Microcin-E7_immunity_protein|NC_011993|126331|126621	NC_011993	126331	126621	126476
OG0000071:	1	LF82|4012|Succinyl-CoA_ligase_[ADP-forming]_subunit_alpha|NC_011993|4350447|4351319	NC_011993	4350447	4351319	4350883
OG0000071:	1	LF82|638|Succinyl-CoA_ligase_[ADP-forming]_subunit_alpha|NC_011993|720941|721810	NC_011993	720941	721810	721375.5
OG0000072:	0.595486194477791	LF82|4297|putative_9-O-acetyl-N-acetylneuraminic_acid_deacetylase_precursor|NC_011993|4654750|4655730	NC_011993	4654750	4655730	4655240
OG0000073:	1	LF82|2125|Putative_pseudouridine_transporter|NC_011993|2273981|2275231	NC_011993	2273981	2275231	2274606
OG0000074:	1	LF82|3668|Cryptic_outer_membrane_porin_BglH_precursor|NC_011993|3946729|3948345	NC_011993	3946729	3948345	3947537
OG0000074:	1	LF82|1460|Cryptic_outer_membrane_porin_BglH_precursor|NC_011993|1568096|1569769	NC_011993	1568096	1569769	1568932.5
OG0000075:	0.718031260005239	LF82|1490|Prophage_minor_tail_protein_Z_(GPZ)|NC_011993|1600956|1601546	NC_011993	1600956	1601546	1601251
OG0000075:	0.718031260005239	LF82|1120|Prophage_minor_tail_protein_Z_(GPZ)|NC_011993|1203251|1203829	NC_011993	1203251	1203829	1203540
OG0000076:	1	LF82|2568|DksA-like_zinc_finger_domain_containing_protein|NC_011993|2764376|2764603	NC_011993	2764376	2764603	2764489.5
OG0000076:	1	LF82|706|DksA-like_zinc_finger_domain_containing_protein|NC_011993|791424|791690	NC_011993	791424	791690	791557
OG0000077:	1	LF82|2630|Aryl-phospho-beta-D-glucosidase_BglH|NC_011993|2823726|2825150	NC_011993	2823726	2825150	2824438
OG0000077:	1	LF82|3669|6-phospho-beta-glucosidase_BglB|NC_011993|3948431|3949825	NC_011993	3948431	3949825	3949128
OG0000078:	1	LF82|1488|Bacterial_Ig-like_domain_(group_2)|NC_011993|1599804|1600547	NC_011993	1599804	1600547	1600175.5
OG0000078:	1	LF82|1122|Bacterial_Ig-like_domain_(group_2)|NC_011993|1204229|1204969	NC_011993	1204229	1204969	1204599
OG0000080:	1	LF82|1163|LexA_repressor|NC_011993|1239024|1239443	NC_011993	1239024	1239443	1239233.5
OG0000081:	0.693187913463258	LF82|1125|phage_tail_tape_measure_protein	NA	NA	NA	NA
OG0000081:	0.693187913463258	_lambda_family|NC_011993|1205816|1208377	1208377	NA	NA	NA
OG0000082:	1	LF82|3841|Antitoxin_igA-2|NC_011993|4146940|4147230	NC_011993	4146940	4147230	4147085
OG0000082:	1	LF82|4390|Antitoxin_igA-2|NC_011993|4759693|4759977	NC_011993	4759693	4759977	4759835
OG0000084:	1	LF82|3003|Chaperone_protein_PapD_precursor|NC_011993|3239681|3240421	NC_011993	3239681	3240421	3240051
OG0000086:	0.656330617353324	LF82|4300|Tyrosine_recombinase_XerC|NC_011993|4659102|4659704	NC_011993	4659102	4659704	4659403
OG0000086:	0.656330617353324	LF82|299|Tyrosine_recombinase_XerD|NC_011993|343862|344425	NC_011993	343862	344425	344143.5
OG0000087:	0.707133917396746	LF82|1114|phage_portal_protein	NA	NA	NA	NA
OG0000087:	0.707133917396746	_lambda_family|NC_011993|1198101|1199702	1199702	NA	NA	NA
OG0000088:	1	LF82|883|site-specific_tyrosine_recombinase_XerC|NC_011993|999027|1000100	NC_011993	999027	1000100	999563.5
OG0000088:	1	LF82|1074|Site-specific_recombinase_XerD|NC_011993|1173160|1174302	NC_011993	1173160	1174302	1173731
OG0000089:	1	LF82|2025|Tyrosine-protein_kinase_wzc|NC_011993|2149727|2151889	NC_011993	2149727	2151889	2150808
OG0000090:	0.491764705882353	LF82|3977|Sor_operon_activator|NC_011993|4309672|4310619	NC_011993	4309672	4310619	4310145.5
OG0000091:	0.656330617353324	LF82|2743|type_VI_secretion_protein	NA	NA	NA	NA
OG0000091:	0.656330617353324	_family|NC_011993|2949585|2951345	2951345	NA	NA	NA
OG0000091:	0.656330617353324	LF82|222|type_VI_secretion_protein	NA	NA	NA	NA
OG0000091:	0.656330617353324	_family|NC_011993|257715|259556	259556	NA	NA	NA
OG0000092:	1	LF82|3002|Outer_membrane_usher_protein_PapC_precursor|NC_011993|3237143|3239665	NC_011993	3237143	3239665	3238404
OG0000093:	1	LF82|1983|Low-affinity_putrescine_importer_PlaP|NC_011993|2106665|2108023	NC_011993	2106665	2108023	2107344
OG0000094:	0.216470588235294	LF82|2689|hypothetical_protein|NC_011993|2881858|2882751	NC_011993	2881858	2882751	2882304.5
OG0000094:	0.216470588235294	LF82|2691|hypothetical_protein|NC_011993|2883911|2884792	NC_011993	2883911	2884792	2884351.5
OG0000095:	0.61234093637455	LF82|2695|mRNA_interferase_MazF|NC_011993|2888966|2889301	NC_011993	2888966	2889301	2889133.5
OG0000095:	0.61234093637455	LF82|1931|mRNA_interferase_PemK|NC_011993|2056573|2056905	NC_011993	2056573	2056905	2056739
OG0000096:	0.61234093637455	LF82|1932|Antitoxin_PemI|NC_011993|2056906|2057163	NC_011993	2056906	2057163	2057034.5
OG0000096:	0.61234093637455	LF82|2696|Antitoxin_MazE|NC_011993|2889301|2889549	NC_011993	2889301	2889549	2889425
OG0000098:	0.216470588235294	LF82|3040|Antitoxin_HigA|NC_011993|3284307|3284723	NC_011993	3284307	3284723	3284515
OG0000099:	1	LF82|2538|major_tail_sheath_protein|NC_011993|2742570|2743742	NC_011993	2742570	2743742	2743156
OG0000100:	1	LF82|1111|Phage_DNA_packaging_protein_Nu1|NC_011993|1195456|1196001	NC_011993	1195456	1196001	1195728.5
OG0000101:	1	LF82|2078|hypothetical_protein|NC_011993|2218903|2222535	NC_011993	2218903	2222535	2220719
OG0000102:	1	LF82|1361|Glucans_biosynthesis_protein_D_precursor|NC_011993|1461435|1463054	NC_011993	1461435	1463054	1462244.5
OG0000103:	1	LF82|2131|Sugar_efflux_transporter_B|NC_011993|2281793|2282974	NC_011993	2281793	2282974	2282383.5
OG0000104:	1	LF82|1112|Bacteriophage_tail_assembly_protein|NC_011993|1195976|1197901	NC_011993	1195976	1197901	1196938.5
OG0000105:	0.718031260005239	LF82|1124|phage_tail_assembly_protein_T|NC_011993|1205389|1205823	NC_011993	1205389	1205823	1205606
OG0000105:	0.718031260005239	LF82|1486|phage_tail_assembly_protein_T|NC_011993|1599019|1599336	NC_011993	1599019	1599336	1599177.5
OG0000106:	0.35390156062425	LF82|1200|Small_toxic_polypeptide_LdrD|NC_011993|1279992|1280099	NC_011993	1279992	1280099	1280045.5
OG0000107:	0.693187913463258	LF82|1093|Methyl_viologen_resistance_protein_C|NC_011993|1183786|1184118	NC_011993	1183786	1184118	1183952
OG0000107:	0.693187913463258	LF82|1868|Methyl_viologen_resistance_protein_C|NC_011993|1976052|1976384	NC_011993	1976052	1976384	1976218
OG0000108:	1	LF82|3001|Fimbria_A_protein_precursor|NC_011993|3236493|3237056	NC_011993	3236493	3237056	3236774.5
OG0000109:	1	LF82|1525|Exodeoxyribonuclease_8|NC_011993|1626128|1628599	NC_011993	1626128	1628599	1627363.5
OG0000110:	0.472841051314143	LF82|1115|Putative_signal_peptide_peptidase_SppA|NC_011993|1199683|1201014	NC_011993	1199683	1201014	1200348.5
OG0000111:	1	LF82|1117|Phage_major_capsid_protein_E|NC_011993|1201412|1202437	NC_011993	1201412	1202437	1201924.5
OG0000112:	1	LF82|2014|Mannose-1-phosphate_guanylyltransferase_1|NC_011993|2139329|2140765	NC_011993	2139329	2140765	2140047
OG0000114:	1	LF82|1667|hypothetical_protein|NC_011993|1775949|1776188	NC_011993	1775949	1776188	1776068.5
OG0000115:	1	LF82|2077|WGR_domain_protein|NC_011993|2215105|2218893	NC_011993	2215105	2218893	2216999
OG0000116:	1	LF82|3163|N-acetylneuraminate_lyase|NC_011993|3409333|3410226	NC_011993	3409333	3410226	3409779.5
OG0000117:	0.335788254308011	LF82|1131|Attachment_invasion_locus_protein_precursor|NC_011993|1214262|1214861	NC_011993	1214262	1214861	1214561.5
OG0000118:	0.693187913463258	LF82|216|Chaperone_protein_ClpB|NC_011993|249994|252756	NC_011993	249994	252756	251375
OG0000118:	0.693187913463258	LF82|2733|Heat_shock_protein_F84.1|NC_011993|2932928|2935564	NC_011993	2932928	2935564	2934246
OG0000120:	0.731458342862133	LF82|1116|Bacteriophage_lambda_head_decoration_protein_D|NC_011993|1201024|1201356	NC_011993	1201024	1201356	1201190
OG0000121:	1	LF82|1119|Phage_Head-Tail_Attachment|NC_011993|1202886|1203239	NC_011993	1202886	1203239	1203062.5
OG0000122:	1	LF82|735|Putative_cyclic_di-GMP_phosphodiesterase_YliE|NC_011993|824784|827141	NC_011993	824784	827141	825962.5
OG0000123:	0.491764705882353	LF82|880|GnsA/GnsB_family_protein|NC_011993|994822|994995	NC_011993	994822	994995	994908.5
OG0000123:	0.491764705882353	LF82|1501|GnsA/GnsB_family_protein|NC_011993|1610202|1610375	NC_011993	1610202	1610375	1610288.5
OG0000124:	0.470588235294118	LF82|1474|Proline_porter_II|NC_011993|1582641|1583924	NC_011993	1582641	1583924	1583282.5
OG0000125:	1	LF82|2208|Inner_membrane_transport_protein_RhmT|NC_011993|2372997|2374286	NC_011993	2372997	2374286	2373641.5
OG0000126:	1	LF82|3118|Putative_phosphoethanolamine_transferase_YhbX|NC_011993|3363808|3365325	NC_011993	3363808	3365325	3364566.5
OG0000127:	0.656330617353324	LF82|2728|type_VI_secretion_protein	NA	NA	NA	NA
OG0000127:	0.656330617353324	_EvpB/_family|NC_011993|2926965|2928503	2928503	NA	NA	NA
OG0000127:	0.656330617353324	LF82|224|type_VI_secretion_protein	NA	NA	NA	NA
OG0000127:	0.656330617353324	_EvpB/_family|NC_011993|259992|261476	261476	NA	NA	NA
OG0000128:	1	LF82|114|Dihydrolipoyllysine-residue_acetyltransferase_component_of_pyruvate_dehydrogenase_complex|NC_011993|130680|132572	NC_011993	130680	132572	131626
OG0000130:	0.424727337743608	LF82|1101|Phage_antitermination_protein_Q|NC_011993|1189231|1189614	NC_011993	1189231	1189614	1189422.5
OG0000131:	0.491764705882353	LF82|1880|Flagellar_biosynthetic_protein_FliP_precursor|NC_011993|1985898|1986635	NC_011993	1985898	1986635	1986266.5
OG0000132:	1	LF82|4054|Metallo-beta-lactamase_superfamily_protein|NC_011993|4399036|4401021	NC_011993	4399036	4401021	4400028.5
OG0000133:	0.656330617353324	LF82|2727|type_VI_secretion_protein	NA	NA	NA	NA
OG0000133:	0.656330617353324	_family|NC_011993|2926406|2926906	2926906	NA	NA	NA
OG0000133:	0.656330617353324	LF82|225|type_VI_secretion_protein	NA	NA	NA	NA
OG0000133:	0.656330617353324	_family|NC_011993|261499|262002	262002	NA	NA	NA
OG0000134:	0.707133917396746	LF82|910|hypothetical_protein|NC_011993|1014002|1014292	NC_011993	1014002	1014292	1014147
OG0000134:	0.707133917396746	LF82|1098|hypothetical_protein|NC_011993|1188359|1188649	NC_011993	1188359	1188649	1188504
OG0000135:	0.707133917396746	LF82|1102|Outer_membrane_porin_protein_OmpD_precursor|NC_011993|1189803|1190885	NC_011993	1189803	1190885	1190344
OG0000135:	0.707133917396746	LF82|1865|Outer_membrane_porin_protein_OmpD_precursor|NC_011993|1972941|1974023	NC_011993	1972941	1974023	1973482
OG0000136:	0.0805367174083884	LF82|2552|Lysozyme_RrrD|NC_011993|2751552|2752067	NC_011993	2751552	2752067	2751809.5
OG0000137:	0.762242386485254	LF82|913|Antitermination_protein|NC_011993|1014833|1015456	NC_011993	1014833	1015456	1015144.5
OG0000137:	0.762242386485254	LF82|1508|Antitermination_protein|NC_011993|1614825|1615577	NC_011993	1614825	1615577	1615201
OG0000138:	0.470588235294118	LF82|3851|hypothetical_protein|NC_011993|4155335|4155889	NC_011993	4155335	4155889	4155612
OG0000139:	0.450527445020561	LF82|2729|type_VI_secretion_protein	NA	NA	NA	NA
OG0000139:	0.450527445020561	_family|NC_011993|2928523|2929860	2929860	NA	NA	NA
OG0000139:	0.450527445020561	LF82|218|type_VI_secretion_protein	NA	NA	NA	NA
OG0000139:	0.450527445020561	_family|NC_011993|253535|254881	254881	NA	NA	NA
OG0000140:	1	LF82|951|Putative_pyrimidine_permease_RutG|NC_011993|1048702|1050030	NC_011993	1048702	1050030	1049366
OG0000141:	1	LF82|1003|Multidrug_resistance_protein_MdtH|NC_011993|1100778|1101986	NC_011993	1100778	1101986	1101382
OG0000143:	1	LF82|1337|Porin_OmpN|NC_011993|1424073|1425206	NC_011993	1424073	1425206	1424639.5
OG0000144:	1	LF82|2190|MG2_domain_protein|NC_011993|2344160|2348554	NC_011993	2344160	2348554	2346357
OG0000145:	1	LF82|3349|ATP-dependent_transcriptional_activator_MalT|NC_011993|3589756|3592461	NC_011993	3589756	3592461	3591108.5
OG0000146:	1	LF82|3938|DNA-directed_RNA_polymerase_subunit_beta|NC_011993|4258184|4262212	NC_011993	4258184	4262212	4260198
OG0000147:	1	LF82|4299|Porin_NanC|NC_011993|4656921|4657637	NC_011993	4656921	4657637	4657279
OG0000148:	1	LF82|3918|L-galactonate_transporter|NC_011993|4231638|4232921	NC_011993	4231638	4232921	4232279.5
OG0000149:	0.762242386485254	LF82|2547|phage_baseplate_assembly_protein_V|NC_011993|2748945|2749586	NC_011993	2748945	2749586	2749265.5
